"treatment","I","gamma","m","lam","beta","stay","alpha"
3,2.083486775,2.886040378,1.010793277,0.4364205486,0.6553767735,1.0184849875,1.97060152
3,0.8188800085,1.368038666,0.8946048195,0.44257190285,0.7755587405,1.213030951,1.97060152
3,2.325674925,2.278635981,0.8579514605,0.3545144442,0.770761268,1.518180378,1.97060152
3,0.9407344165,2.22663663,0.920822127,0.28260690385,0.8289266415,1.334171128,1.97060152
3,2.41666499,2.98975913,1.0061770015,0.3678981376,0.734704502,0.804843346,1.97060152
3,0.832257836,2.65398264,0.8466564395,0.483642918,0.5843700115,1.147973508,1.97060152
3,0.913617827,0.80393183465,0.817852074,0.41830898615,0.8493893555,1.20578606,1.97060152
3,2.55522034,3.962836295,0.5560940975,0.33481533585,0.6792538765,0.568330986,1.97060152
3,2.88951122,3.6259187955,0.856025261,0.44171429725,0.695585703,0.9392568285,1.97060152
3,2.0496164,2.76120443,1.087956915,0.36878462795,0.6181311745,1.374722112,1.97060152
3,0.9622797755,1.462226069,0.9098907715,0.52447709765,0.5594282665,1.196240848,1.97060152
3,2.588275075,1.7424408055,0.842474152,0.54763103695,0.573855512,0.493133896,1.97060152
3,3.958856165,5.207724295,0.9001539145,0.7861879155,0.3786976305,0.597423351,1.97060152
3,0.7908926,1.8033544075,0.946478056,0.2999668288,0.875369359,1.106981179,1.97060152
3,0.8097003755,1.382672319,0.7581185865,0.4504752759,0.7173923385,1.353343499,1.97060152
3,2.07035124,1.3072048755,0.798400309,0.4233977956,0.7672597385,0.9857149965,1.97060152
3,1.55572305,3.578810715,0.862118097,0.19531757215,0.744374587,1.291745207,1.97060152
3,0.908329578,3.003823405,0.8371431975,0.32257339125,0.631228355,0.9127134871,1.97060152
3,2.15346014,4.9921694,0.9754609865,0.5050434505,0.3977684505,0.4330145435,1.97060152
3,1.76932252,3.17206074,1.1345607165,0.65610934,0.6042203825,0.935740857,1.97060152
3,1.0832925185,2.870344425,1.080762328,0.15548965735,0.9369461245,0.59657544375,1.97060152
3,2.020814705,1.9278380695,0.7580480615,0.479201612,0.6864833145,0.653974536,1.97060152
3,1.039443281,1.492539095,0.892448083,0.3773364253,0.7893729565,0.61022978965,1.97060152
3,1.67589032,3.568799895,0.7288000395,0.222008007175,0.809094674,1.4658905055,1.97060152
3,1.812790795,2.6863069315,1.0076955295,0.2134885965,0.8086615165,1.2495393435,1.97060152
3,1.508431905,4.29820955,0.870095938,0.2580046204,0.545458631,1.6338540915,1.97060152
3,1.648638575,3.36151926,0.754571469,0.2496905871,0.636320319,1.501123558,1.97060152
3,3.196733845,3.148729621,0.839080896,0.51130347605,0.6619674205,0.5531350875,1.97060152
3,2.454919135,4.81237716,0.9728319085,0.8495197475,1.309094429,1.6787058635,1.97060152
3,2.581627615,2.362122141,0.785966518,0.4420999211,0.6867058165,0.548635557,1.97060152
3,1.062017423,2.738535115,1.0064772725,0.3976683962,0.5945419595,1.246310144,1.97060152
3,2.03555767,3.71018281,1.243965419,0.806979765,0.717707064,0.785453707,1.97060152
3,5.23000407,4.324246495,0.809319357,0.7571780945,0.37991759075,0.9046118685,1.97060152
3,2.145676245,4.60158498,0.814798971,0.356734088,0.5343526045,0.712519927,1.97060152
3,3.37542246,6.065443335,0.8489779875,0.11572591332,0.7995491325,0.541930191,1.97060152
3,2.01492396,2.89029515,1.1390311155,1.0182625245,0.328999566,0.798413497,1.97060152
3,2.33895133,4.574756155,0.6718565675,0.420284079,0.4345134355,0.6068061665,1.97060152
3,1.959508087,7.66008966,1.1636698775,1.275267866,0.07327155042,2.0886444675,1.97060152
3,1.36642682,2.76287144,0.934176268,0.27348572195,0.953287116,0.7120326705,1.97060152
3,2.281010615,3.186848095,1.212719481,0.7405254205,0.491297636,1.1609860185,1.97060152
3,1.73115641,3.814324405,0.9572645905,0.28532747335,0.804807645,0.928164334,1.97060152
3,2.119069415,3.623883575,1.2603444385,0.471782038,0.6318171045,0.7842930575,1.97060152
3,2.43266927,1.549091092,0.9061532575,0.41461768305,0.8048344065,0.7869411705,1.97060152
3,0.8617119415,0.86862738,0.9070614375,0.48433644865,0.8150199235,0.8078820582,1.97060152
3,2.059541405,3.672703265,0.8216093765,0.32710561345,0.597446658,0.7368296,1.97060152
3,0.8249341335,1.9360436545,0.985147325,0.3417673384,0.7448937635,0.988380218,1.97060152
3,3.82725871,5.31544946,0.705617026,0.9645850935,0.2357795361,0.34428608,1.97060152
3,3.18573102,5.096815595,0.990024235,0.8537453375,1.403996373,0.388300989,1.97060152
3,2.30662882,4.471128035,1.053810134,0.448702833,0.515431733,0.8979282275,1.97060152
3,2.90156294,4.17107701,0.7877195345,0.39753116645,0.550045205,0.716635738,1.97060152
3,2.007405925,3.03576639,0.9103248915,0.3639391018,0.6939538445,0.903451721,1.97060152
3,1.81140475,4.7247198,0.9457135225,0.316414377,0.593905876,0.910198305,1.97060152
3,0.8836803675,3.76226962,0.8509626945,0.2829506083,0.6075292955,1.02093882,1.97060152
3,1.661626055,1.8341787865,0.9549102605,0.3936258471,0.8183681475,2.022764185,1.97060152
3,1.61353312,1.8661223625,0.98509824,0.38155249845,0.889417175,1.631561505,1.97060152
3,2.216708625,2.7262144915,0.984854255,0.7085995955,0.5737246195,0.5848722775,1.97060152
3,3.15126515,5.62066931,0.6096474065,0.2735994972,0.5598748425,0.2557172705,1.97060152
3,2.820671025,4.46625157,1.015385498,0.3882844058,0.806656946,0.545621094,1.97060152
3,2.65505245,4.69529648,0.9006315655,0.488190505,0.4134923465,0.5832192015,1.97060152
3,2.375155735,1.8806904795,0.8628944525,0.30631870745,0.8269524295,1.1493366215,1.97060152
3,2.373555195,3.9399431,1.0638657485,0.2362338721,0.745288355,0.7846129845,1.97060152
3,1.94930429,4.109666935,0.802591247,0.33058132205,0.5545323625,1.3593107295,1.97060152
3,2.97687942,4.838113425,0.8829175655,0.25034656615,0.6952227925,0.7176123465,1.97060152
3,1.1302817305,1.8500068455,0.9550030075,0.2797323264,0.8441336295,2.0293420105,1.97060152
3,4.054354785,6.72890553,0.866965564,0.446884787,0.3564382895,0.320439483,1.97060152
3,3.12943841,4.865860405,0.912338139,0.3427314191,0.594028599,0.767871241,1.97060152
3,2.04465114,4.663513035,1.051889074,0.19786461105,0.737171323,1.436192605,1.97060152
3,2.529078515,3.87370691,1.1419256265,0.36775962385,0.6781296485,0.845712377,1.97060152
3,3.445974395,3.89317465,0.751868559,0.22837546405,0.784507448,0.5747767465,1.97060152
3,1.312419278,2.54255803,1.0128985495,0.3177723388,0.646953135,0.8878019555,1.97060152
3,2.129872255,4.14126964,0.7692626275,0.6165611055,0.404472908,0.777248107,1.97060152
3,0.7244074025,2.90014461,0.6906458635,0.29385621275,0.697221416,1.275542857,1.97060152
3,1.847615495,2.872695989,0.9257932185,0.68771259,1.2006689215,0.844453677,1.97060152
3,2.593462795,2.336278853,0.88342845,0.4667539139,0.629832426,0.990233329,1.97060152
3,1.726828175,2.590232586,0.8421260755,0.4223489606,0.676340037,1.1192574025,1.97060152
3,0.719053951,1.5333345425,0.957125632,0.5226770565,0.5989596135,1.21899529595,1.97060152
3,1.163986516,1.413018445,0.8366779805,0.53240939225,0.693867979,1.4797864445,1.97060152
3,2.0307519,4.25865217,0.8210342295,0.170071148,0.8207879805,0.871133045,1.97060152
3,2.885886015,4.60439309,0.80109432,0.2301387099,0.6863250375,1.0004189655,1.97060152
3,1.206182924,2.753048014,0.9250020415,0.2544349797,0.683559558,2.1615396285,1.97060152
3,2.21189868,2.9960953545,0.94418731,0.37541351535,0.6729923655,2.98637952,1.97060152
3,0.964716616,1.8550288355,0.8227037435,0.3257531975,0.7589493375,1.8028714065,1.97060152
3,0.8008270115,2.65643399,1.078935133,0.37842785005,0.5448036915,1.366225244,1.97060152
3,1.056447914,2.644770175,0.8604125595,0.39100580315,0.592140227,1.9834138235,1.97060152
3,1.59614788,2.792026469,0.9631507255,0.384427683,0.611267502,1.668721464,1.97060152
3,2.346164645,4.244447485,0.795010963,0.37761060575,0.5771838105,1.1057681695,1.97060152
3,0.9743332365,2.197486797,0.9585590795,0.3085605261,0.760772977,1.2947174445,1.97060152
3,2.599193415,3.1522102,0.9395482775,0.33764526405,0.7261529095,1.0069242835,1.97060152
3,0.762263445,1.5807528725,0.858728178,0.47492701515,0.574213787,1.301363789,1.97060152
3,0.9434878245,2.2568472705,1.1074279855,0.4664962115,0.610591237,2.02115522,1.97060152
3,0.654140729,1.830414498,0.9200835835,0.2470758617,0.799310595,1.2626858344,1.97060152
3,2.68498601,4.43419078,1.0171594505,0.6477795485,0.43213235,0.3521106125,1.97060152
3,3.84216031,3.0978986155,1.124305196,0.42407219785,0.6856287775,0.385225868,1.97060152
3,1.180608978,1.278935119,0.7511532255,0.4981514559,0.6820770915,1.235523042,1.97060152
3,0.828169382,1.424881742,0.917109783,0.35880914985,0.8315588415,1.6119180505,1.97060152
3,2.537259525,3.71355575,0.829936052,0.4897576843,1.1854137625,0.47190654,1.97060152
3,0.9787473645,3.143956175,0.873713287,0.419409745,0.541239348,1.161179117,1.97060152
3,0.8389466965,2.096330774,0.8175572695,0.3092368874,0.674958666,1.1096677645,1.97060152
3,1.538104545,1.727239268,1.074477108,0.6763228425,0.586493731,0.755167424,1.97060152
3,2.49216532,4.249892255,0.680148207,0.23653048115,0.823325162,0.6090349025,1.97060152
3,2.89623542,6.431874905,0.722409065,0.357650977,0.42288760135,0.641142804,1.97060152
3,3.21800006,6.17361218,0.698385256,0.596129151,0.324189014,0.613692692,1.97060152
3,3.463787025,2.1714610155,0.8156525725,0.37183176136,0.799537363,0.8013545275,1.97060152
3,4.54020529,3.3820812225,0.8756606995,0.32061401775,0.7718232815,0.6600670885,1.97060152
3,2.068171805,4.159561145,0.959860613,0.3187820221,0.5189207925,0.6068987485,1.97060152
3,2.483209395,3.45767261,0.856047927,0.3548261789,0.8786997305,0.516380198,1.97060152
3,2.954609845,2.82281322,0.9004318415,0.36028631775,0.710321894,1.7006015035,1.97060152
3,2.06564086,3.268212115,0.985928541,0.40535831515,0.7558602625,0.820168016,1.97060152
3,0.7409755855,1.946994955,1.1175394295,0.17799629255,0.838185601,1.1044831435,1.97060152
3,5.3040077,2.21226866,0.8904203,0.67244743175,0.5516239842,0.511990674,1.97060152
3,1.557453425,3.47724142,0.8279861335,0.34250639245,0.592286301,2.068005295,1.97060152
3,2.82322028,4.01657538,0.891587164,0.30524114615,0.7801585365,0.9110355125,1.97060152
3,1.2677605715,3.62433035,1.1549635145,0.518550191,0.7464146045,1.8373617935,1.97060152
3,1.286780348,2.123652536,0.826455639,0.28788167805,0.8078151915,0.8510502795,1.97060152
3,1.6618534,2.7295190165,0.9813576945,0.35639450875,0.6817522425,1.474961444,1.97060152
3,0.8572576695,1.8715824505,0.843983197,0.44097229955,0.7774376195,1.5805031105,1.97060152
3,1.53259161,2.1922515865,0.8395369835,0.428017641,0.619989605,0.884757468,1.97060152
3,2.026486375,4.64225157,0.801024492,0.160296105425,0.8514827785,0.760327709,1.97060152
3,2.423518965,3.073964903,0.741286723,0.34301836505,0.6920607795,0.7457227755,1.97060152
3,2.526581555,4.915414855,0.7819107685,0.2534672595,0.687227221,0.550521597,1.97060152
3,0.693371079,3.27117981,0.965582914,0.1771674042,0.5857800155,1.26637839115,1.97060152
3,1.686038685,2.131664133,0.8539511285,0.3554446743,0.735493044,1.2159467315,1.97060152
3,0.9441159595,2.6848325475,0.8101475155,0.32978175935,0.67900633,1.7090346395,1.97060152
3,2.67744396,4.55757055,1.133912411,0.2576372524,0.668176309,0.849409163,1.97060152
3,1.1507644715,2.889753895,1.0288234365,0.202402223,0.7377807645,1.4005185975,1.97060152
3,0.844703654,3.05062704,0.823465097,0.3572037845,0.57826079,0.93756482675,1.97060152
3,1.496197355,2.6278530435,0.8249675085,0.4695421705,0.6152004025,0.887434734,1.97060152
3,2.80812239,1.9108425245,0.8276512545,0.4551716096,1.032266567,0.6644846525,1.97060152
3,1.438514685,2.562382995,0.81749171,0.227892672965,0.75216405,2.056704355,1.97060152
3,2.72140135,4.42525848,1.047509382,0.6030176175,0.5911721695,0.7284201895,1.97060152
3,1.281233128,2.5606144,0.7919979365,0.25555269905,0.8424857445,0.858296233,1.97060152
3,1.717610525,5.01165173,0.4990899035,0.18421946669,0.778928571,0.5610045065,1.97060152
3,1.88307327,3.164006215,0.856198762,0.4809946708,0.6231766445,1.7864375855,1.97060152
3,2.178940265,3.9406667,1.0962386895,0.4823354445,0.584871242,1.880005495,1.97060152
3,4.381304635,3.560996324,0.681286114,0.38025389745,0.6339949915,0.335239441,1.97060152
3,2.19963588,5.38582213,0.7896271135,0.3034566345,0.5129560005,0.7188591035,1.97060152
3,0.7528458515,1.7104972275,0.8776218285,0.2779679319,0.721127772,1.2940060775,1.97060152
3,0.9385634875,1.5757115805,0.968590651,0.4157955218,0.693872254,1.6553123515,1.97060152
3,1.035449787,2.2501948595,0.8630686475,0.3008388214,0.7287238165,0.840879295,1.97060152
3,1.91054321,3.12403237,0.982484157,0.6625660145,0.643000629,0.6360782505,1.97060152
3,1.60374842,3.075168465,1.132052487,0.564137337,0.752101748,0.9296787575,1.97060152
3,0.9155288055,1.888050649,1.219705472,0.56406056105,0.9493520025,1.690162696,1.97060152
3,4.49535337,5.69603426,0.9552949265,0.96462617,0.1931562969,0.4896764245,1.97060152
3,0.8186742245,2.582311555,0.9699375515,0.2099066436,0.833414341,1.00939056205,1.97060152
3,1.929169565,5.60047931,0.918800175,0.1219800398,0.9674264285,1.2094430455,1.97060152
3,1.576538025,2.348173669,0.952293911,0.31962066795,0.7312975775,1.69414187,1.97060152
3,1.127260037,2.2555559385,0.9620551855,0.3557153149,0.736661233,2.1077463645,1.97060152
3,0.6806474825,2.644394075,0.7000149395,0.4159537695,0.655114069,1.224736469,1.97060152
3,2.53364559,3.778427185,1.093240617,0.204844146915,0.8417193285,1.052277667,1.97060152
3,2.85588585,5.57650179,0.9869764135,0.15932042175,0.682300478,0.653677588,1.97060152
3,2.37380984,3.473309685,0.827875621,0.39514933655,0.6295727465,0.4420972475,1.97060152
3,2.227974635,2.6908985515,0.909290527,0.3455237543,0.921142722,0.691288174,1.97060152
3,2.585366035,3.10798235,0.9921306785,0.5012526574,0.6123619805,0.6566050775,1.97060152
3,0.823644123,1.9976878455,0.7374195625,0.4655939993,0.6743979185,1.4487751385,1.97060152
3,1.598590725,3.137943665,0.9825108305,0.2397841562,0.734941535,1.627021831,1.97060152
3,3.038156475,3.72743347,0.864016104,0.3282603889,0.769172553,0.3895793495,1.97060152
